Date,High,Low,Open,Close,Volume,Adj Close
2021-08-05,231.5399932861328,226.49000549316406,226.67999267578125,229.94000244140625,8362600,229.94000244140625
2021-08-06,233.57000732421875,230.4199981689453,231.5500030517578,231.3300018310547,6061900,231.3300018310547
2021-08-09,233.57000732421875,226.88999938964844,229.0,232.27000427246094,8358600,232.27000427246094
2021-08-10,236.85000610351562,231.6199951171875,231.97000122070312,235.77999877929688,9603500,235.77999877929688
2021-08-11,239.58999633789062,234.5800018310547,236.61000061035156,239.49000549316406,9664000,239.49000549316406
2021-08-12,241.14999389648438,236.50999450683594,240.0,238.17999267578125,6810000,238.17999267578125
2021-08-13,239.69000244140625,234.27999877929688,238.00999450683594,234.4600067138672,6390300,234.4600067138672
2021-08-16,232.02999877929688,227.13999938964844,231.89999389648438,229.05999755859375,7622000,229.05999755859375
2021-08-17,226.24000549316406,219.8000030517578,226.1999969482422,222.22000122070312,13124000,222.22000122070312
2021-08-18,223.64999389648438,218.89999389648438,221.72999572753906,219.0,9000900,219.0
2021-08-19,218.3000030517578,211.72999572753906,216.3000030517578,212.16000366210938,11404400,212.16000366210938
2021-08-20,214.74000549316406,210.94000244140625,212.30999755859375,212.6699981689453,9335700,212.6699981689453
2021-08-23,220.17999267578125,215.3800048828125,215.8300018310547,219.39999389648438,10392100,219.39999389648438
2021-08-24,223.10000610351562,219.8000030517578,220.11000061035156,221.42999267578125,8942600,221.42999267578125
2021-08-25,222.3000030517578,219.10000610351562,221.5,221.02999877929688,6528900,221.02999877929688
2021-08-26,222.89999389648438,215.91000366210938,221.41000366210938,216.5,8341400,216.5
2021-08-27,222.42999267578125,216.86000061035156,217.47000122070312,221.75,7684900,221.75
2021-08-30,222.3699951171875,217.52999877929688,222.35000610351562,217.66000366210938,7587800,217.66000366210938
2021-08-31,221.3300018310547,217.08999633789062,217.3300018310547,219.5,6764500,219.5
2021-09-01,221.75999450683594,217.6199951171875,220.0,218.1199951171875,7157400,218.1199951171875
2021-09-02,223.83999633789062,218.0800018310547,218.9499969482422,220.8300018310547,8899500,220.8300018310547
2021-09-03,221.17999267578125,217.4600067138672,219.4499969482422,218.1699981689453,6393500,218.1699981689453
2021-09-07,216.7100067138672,212.1699981689453,215.91000366210938,214.24000549316406,13196100,214.24000549316406
2021-09-08,216.0800018310547,210.50999450683594,213.60000610351562,211.3800048828125,8877600,211.3800048828125
2021-09-09,216.61000061035156,210.72000122070312,211.14999389648438,213.94000244140625,9242800,213.94000244140625
2021-09-10,215.88999938964844,210.1199951171875,215.16000366210938,210.3000030517578,6959700,210.3000030517578
2021-09-13,215.63999938964844,209.8800048828125,211.35000610351562,214.47999572753906,10175900,214.47999572753906
2021-09-14,216.11000061035156,210.7100067138672,215.83999633789062,211.57000732421875,9947000,211.57000732421875
2021-09-15,214.35000610351562,210.32000732421875,211.7899932861328,214.22000122070312,7916300,214.22000122070312
2021-09-16,216.30999755859375,213.30999755859375,213.9600067138672,213.36000061035156,6370900,213.36000061035156
2021-09-17,215.3699951171875,211.91000366210938,213.1199951171875,213.36000061035156,7932700,213.36000061035156
2021-09-20,212.42999267578125,206.52999877929688,210.80999755859375,209.5,10567400,209.5
2021-09-21,211.75999450683594,207.72000122070312,210.25,208.50999450683594,7139000,208.50999450683594
2021-09-22,217.99000549316406,209.64999389648438,210.0,216.97999572753906,10953000,216.97999572753906
2021-09-23,222.6199951171875,217.14999389648438,217.80999755859375,221.10000610351562,9344600,221.10000610351562
2021-09-24,222.41000366210938,218.66000366210938,219.1300048828125,221.38999938964844,6498200,221.38999938964844
2021-09-27,228.60000610351562,223.8800048828125,224.0,224.16000366210938,9749200,224.16000366210938
2021-09-28,224.5800018310547,216.4199981689453,222.89999389648438,218.41000366210938,9639800,218.41000366210938
2021-09-29,229.94000244140625,224.86000061035156,227.8000030517578,225.36000061035156,16808000,225.36000061035156
2021-09-30,226.14999389648438,219.4600067138672,226.0800018310547,219.94000244140625,10366900,219.94000244140625
2021-10-01,226.72000122070312,220.60000610351562,222.85000610351562,226.0,9113600,226.0
2021-10-04,227.97000122070312,222.0,225.67999267578125,223.7899932861328,6946100,223.7899932861328
2021-10-05,226.4499969482422,222.4199981689453,224.27000427246094,224.4199981689453,5687300,224.4199981689453
2021-10-06,225.07000732421875,219.1999969482422,221.0800018310547,224.99000549316406,7157600,224.99000549316406
2021-10-07,229.0,225.89999389648438,227.33999633789062,226.47999572753906,7748500,226.47999572753906
2021-10-08,228.7100067138672,225.39999389648438,226.75,226.38999938964844,4515000,226.38999938964844
2021-10-11,232.10000610351562,225.32000732421875,226.5,226.4499969482422,7287000,226.4499969482422
2021-10-12,228.66000366210938,223.1199951171875,226.0,223.57000732421875,8486800,223.57000732421875
2021-10-13,224.3000030517578,219.36000061035156,224.0,221.77999877929688,8240200,221.77999877929688
2021-10-14,222.17999267578125,217.0399932861328,221.07000732421875,217.44000244140625,10427300,217.44000244140625
2021-10-15,219.61000061035156,216.27999877929688,218.1699981689453,217.0399932861328,8773400,217.0399932861328
2021-10-18,217.27999877929688,214.0500030517578,216.0,216.97999572753906,6553500,216.97999572753906
2021-10-19,217.66000366210938,215.27999877929688,217.47000122070312,215.97000122070312,5963400,215.97000122070312
2021-10-20,218.66000366210938,214.35000610351562,215.49000549316406,216.1699981689453,8485200,216.1699981689453
2021-10-21,218.11000061035156,213.80999755859375,216.5399932861328,214.33999633789062,8691500,214.33999633789062
2021-10-22,216.72000122070312,212.5800018310547,214.60000610351562,212.97000122070312,7077600,212.97000122070312
2021-10-25,213.97999572753906,211.6999969482422,213.25,212.8699951171875,7239100,212.8699951171875
2021-10-26,214.85000610351562,208.17999267578125,213.19000244140625,209.80999755859375,11014500,209.80999755859375
2021-10-27,212.89999389648438,205.63999938964844,212.85000610351562,206.61000061035156,14761700,206.61000061035156
2021-10-28,208.74000549316406,204.60000610351562,206.0,207.85000610351562,8825500,207.85000610351562
2021-10-29,208.24000549316406,205.2899932861328,206.83999633789062,207.02999877929688,8559500,207.02999877929688
2021-11-01,214.69000244140625,206.80999755859375,207.0,214.5800018310547,9284900,214.5800018310547
2021-11-02,215.72000122070312,210.6999969482422,213.8300018310547,212.77000427246094,6160200,212.77000427246094
2021-11-03,213.75999450683594,210.8699951171875,211.47000122070312,213.3800048828125,4636100,213.3800048828125
2021-11-04,214.82000732421875,211.8699951171875,213.8000030517578,213.02999877929688,5849600,213.02999877929688
2021-11-05,224.5800018310547,217.6999969482422,217.6999969482422,224.4600067138672,16936300,224.4600067138672
2021-11-08,226.99000549316406,222.11000061035156,225.24000549316406,222.67999267578125,9456100,222.67999267578125
2021-11-09,222.85000610351562,217.5399932861328,222.49000549316406,220.7899932861328,6863700,220.7899932861328
2021-11-10,225.67999267578125,217.27000427246094,219.36000061035156,218.5,8197600,218.5
2021-11-11,222.64999389648438,218.89999389648438,220.5,219.3800048828125,6567300,219.3800048828125
2021-11-12,223.75,218.89999389648438,219.72000122070312,220.9600067138672,6419900,220.9600067138672
2021-11-15,233.94000244140625,226.9199981689453,227.3699951171875,233.08999633789062,21921900,233.08999633789062
2021-11-16,232.9499969482422,225.50999450683594,232.94000244140625,225.8000030517578,10120200,225.8000030517578
2021-11-17,231.32000732421875,224.1999969482422,229.5399932861328,226.6199951171875,10750900,226.6199951171875
2021-11-18,231.5,224.9499969482422,230.3000030517578,227.25,10983700,227.25
2021-11-19,225.3300018310547,213.22999572753906,225.07000732421875,214.1300048828125,20844100,214.1300048828125
2021-11-22,215.02000427246094,208.9499969482422,215.0,209.89999389648438,10764300,209.89999389648438
2021-11-23,212.99000549316406,207.77000427246094,211.5,209.1300048828125,8882800,209.1300048828125
2021-11-24,211.22000122070312,206.8699951171875,207.52000427246094,210.60000610351562,5437600,210.60000610351562
2021-11-26,199.4199981689453,194.0,197.57000732421875,199.2100067138672,17636600,199.2100067138672
2021-11-29,204.27999877929688,195.3300018310547,201.8699951171875,198.5,12276200,198.5
2021-11-30,198.82000732421875,193.85000610351562,196.02000427246094,197.85000610351562,12638900,197.85000610351562
2021-12-01,201.6199951171875,188.0,200.80999755859375,188.19000244140625,13268700,188.19000244140625
2021-12-02,202.5399932861328,192.41000366210938,196.8000030517578,202.3800048828125,20435400,202.3800048828125
2021-12-03,199.89999389648438,195.4199981689453,198.6999969482422,198.49000549316406,10742700,198.49000549316406
2021-12-06,206.4199981689453,199.1999969482422,199.77000427246094,205.8800048828125,11587900,205.8800048828125
2021-12-07,211.64999389648438,206.3800048828125,207.05999755859375,208.8300018310547,10387900,208.8300018310547
2021-12-08,212.67999267578125,207.7100067138672,209.17999267578125,211.02999877929688,6986800,211.02999877929688
2021-12-09,208.5500030517578,205.1999969482422,207.52999877929688,207.55999755859375,7011000,207.55999755859375
2021-12-10,209.0,203.47999572753906,208.80999755859375,205.05999755859375,6040000,205.05999755859375
2021-12-13,202.80999755859375,195.5500030517578,202.5,197.39999389648438,10619600,197.39999389648438
2021-12-14,200.5,195.17999267578125,195.60000610351562,195.5,8445100,195.5
2021-12-15,196.5800018310547,190.32000732421875,195.27999877929688,195.42999267578125,10535900,195.42999267578125
2021-12-16,198.32000732421875,190.44000244140625,197.0,190.7899932861328,8216800,190.7899932861328
2021-12-17,194.77000427246094,187.8800048828125,190.27000427246094,192.6300048828125,12618300,192.6300048828125
2021-12-20,190.36000061035156,185.25999450683594,188.11000061035156,188.47999572753906,10256400,188.47999572753906
2021-12-21,199.69000244140625,190.0399932861328,190.27999877929688,199.52000427246094,12082300,199.52000427246094
2021-12-22,202.92999267578125,197.94000244140625,199.4600067138672,201.69000244140625,8145300,201.69000244140625
2021-12-23,205.1300048828125,201.32000732421875,202.1300048828125,204.22000122070312,7415200,204.22000122070312
2021-12-27,203.42999267578125,199.10000610351562,201.99000549316406,203.1699981689453,7818900,203.1699981689453
2021-12-28,208.94000244140625,201.64999389648438,202.22999572753906,206.1300048828125,8879700,206.1300048828125
2021-12-29,205.41000366210938,202.60000610351562,205.36000061035156,203.66000366210938,6119000,203.66000366210938
2021-12-30,206.0,202.60000610351562,203.0,202.7100067138672,7012600,202.7100067138672
2021-12-31,203.69000244140625,200.02999877929688,202.1999969482422,201.32000732421875,8053000,201.32000732421875
2022-01-03,210.5500030517578,203.33999633789062,204.0,207.86000061035156,9060200,207.86000061035156
2022-01-04,214.55999755859375,209.77999877929688,211.3000030517578,213.6300048828125,11414600,213.6300048828125
2022-01-05,218.92999267578125,211.80999755859375,216.63999938964844,213.07000732421875,11564700,213.07000732421875
2022-01-06,216.0,207.86000061035156,214.63999938964844,211.33999633789062,7142200,211.33999633789062
2022-01-07,218.32000732421875,212.3800048828125,212.97999572753906,215.5,9526400,215.5
2022-01-10,215.27999877929688,207.1300048828125,214.25999450683594,209.30999755859375,8229000,209.30999755859375
2022-01-11,217.02999877929688,208.41000366210938,209.0,216.02000427246094,8098400,216.02000427246094
2022-01-12,221.24000549316406,216.3000030517578,217.08999633789062,217.4499969482422,9134500,217.4499969482422
2022-01-13,226.88999938964844,220.0500030517578,222.25,223.89999389648438,17628000,223.89999389648438
2022-01-14,226.1999969482422,220.25,222.16000366210938,225.9600067138672,8053500,225.9600067138672
2022-01-18,229.6699981689453,224.25999450683594,224.5,225.00999450683594,8930700,225.00999450683594
2022-01-19,225.4199981689453,216.94000244140625,225.10000610351562,217.0800018310547,9382800,217.0800018310547
2022-01-20,221.9499969482422,213.4199981689453,217.3800048828125,214.19000244140625,7636800,214.19000244140625
2022-01-21,213.7899932861328,204.57000732421875,213.7899932861328,205.44000244140625,11548500,205.44000244140625
2022-01-24,204.8000030517578,192.50999450683594,199.85000610351562,204.1999969482422,13796500,204.1999969482422
2022-01-25,205.6300048828125,197.5500030517578,200.10000610351562,204.10000610351562,8824500,204.10000610351562
2022-01-26,206.2100067138672,191.9199981689453,206.2100067138672,194.27000427246094,19974400,194.27000427246094
2022-01-27,199.7100067138672,188.63999938964844,196.3800048828125,189.75,12670100,189.75
2022-01-28,190.72000122070312,183.77000427246094,188.77999877929688,190.57000732421875,10966700,190.57000732421875
2022-01-31,200.33999633789062,190.0,190.72999572753906,200.24000549316406,15504600,200.24000549316406
2022-02-01,208.88999938964844,200.5,202.47999572753906,208.33999633789062,12265100,208.33999633789062
2022-02-02,208.38999938964844,203.2100067138672,205.42999267578125,207.52000427246094,7843700,207.52000427246094
2022-02-03,209.10000610351562,204.25999450683594,206.05999755859375,206.38999938964844,7054700,206.38999938964844
2022-02-04,208.25,203.10000610351562,205.0,206.4499969482422,5952600,206.4499969482422
2022-02-07,214.3699951171875,205.4199981689453,205.7899932861328,211.9199981689453,11816900,211.9199981689453
2022-02-08,213.8699951171875,209.69000244140625,212.67999267578125,213.27000427246094,7356200,213.27000427246094
2022-02-09,217.0399932861328,213.3000030517578,214.91000366210938,215.86000061035156,7587700,215.86000061035156
2022-02-10,223.22999572753906,213.6999969482422,213.7100067138672,218.75,11695900,218.75
2022-02-11,221.4199981689453,210.27000427246094,217.8699951171875,212.3000030517578,11443700,212.3000030517578
2022-02-14,215.6300048828125,208.75999450683594,213.0,210.0399932861328,6481400,210.0399932861328
2022-02-15,219.5399932861328,213.69000244140625,214.83999633789062,217.72999572753906,10448500,217.72999572753906
2022-02-16,219.67999267578125,215.27999877929688,216.10000610351562,218.92999267578125,5698900,218.92999267578125
2022-02-17,218.5800018310547,212.6699981689453,218.47000122070312,213.5800018310547,6176600,213.5800018310547
2022-02-18,214.72999572753906,208.60000610351562,212.55999755859375,209.02999877929688,6973600,209.02999877929688
2022-02-22,206.89999389648438,197.82000732421875,205.0,198.74000549316406,10382100,198.74000549316406
2022-02-23,203.25,195.91000366210938,201.1300048828125,196.4199981689453,7326300,196.4199981689453
2022-02-24,198.86000061035156,186.8800048828125,189.2899932861328,198.42999267578125,12207600,198.42999267578125
2022-02-25,204.07000732421875,199.10000610351562,201.08999633789062,201.47999572753906,8730300,201.47999572753906
2022-02-28,207.30999755859375,196.75,198.5800018310547,205.33999633789062,9846000,205.33999633789062
2022-03-01,203.5,192.92999267578125,203.11000061035156,194.91000366210938,11799500,194.91000366210938
2022-03-02,199.85000610351562,194.63999938964844,196.27000427246094,197.80999755859375,7463400,197.80999755859375
2022-03-03,198.5,188.7100067138672,197.94000244140625,188.85000610351562,12424500,188.85000610351562
2022-03-04,188.32000732421875,178.97000122070312,187.3699951171875,180.83999633789062,13084000,180.83999633789062
2022-03-07,182.72000122070312,169.05999755859375,181.02999877929688,169.1699981689453,12847500,169.1699981689453
2022-03-08,180.82000732421875,167.5800018310547,169.72999572753906,173.8000030517578,13715500,173.8000030517578
2022-03-09,182.8699951171875,177.41000366210938,179.8000030517578,178.55999755859375,10062100,178.55999755859375
2022-03-10,182.02000427246094,175.38999938964844,175.75999450683594,178.38999938964844,8364100,178.38999938964844
2022-03-11,184.86000061035156,175.9499969482422,183.58999633789062,176.22999572753906,9341700,176.22999572753906
2022-03-14,178.22999572753906,172.57000732421875,175.8800048828125,175.52000427246094,8138900,175.52000427246094
2022-03-15,180.5,175.60000610351562,176.3000030517578,179.88999938964844,8051500,179.88999938964844
2022-03-16,189.60000610351562,182.3000030517578,183.38999938964844,188.99000549316406,12077500,188.99000549316406
2022-03-17,190.24000549316406,185.27000427246094,186.36000061035156,190.19000244140625,8126600,190.19000244140625
2022-03-18,193.3800048828125,190.10000610351562,192.07000732421875,192.8300018310547,12835800,192.8300018310547
2022-03-18,193.3800048828125,190.10000610351562,192.07000732421875,192.8300018310547,12849575,192.8300018310547
